stabiliter	ADJ
statim	VERB
stricte	VERB
strictim	VERB
studiose	ADJ
stulte	ADJ
stultus	ADJ
suauiter	ADJ
subeo	VERB
subinde	PRON
subito	VERB
sublime	ADJ
sublimis	ADJ
submoleste	ADJ
subsequenter	VERB
substantialiter	ADJ
substantiue	ADJ
subter	REL
subtiliter	ADJ
successiue	ADJ
sufficienter	VERB
summatim	NOUN
summe	ADJ
summisse	VERB
super	REL
superabundanter	VERB
superbe	ADJ
superficialiter	ADJ
superficietenus	NOUN
superius	ADJ
supernaturaliter	ADJ
superus	ADJ
supplex	ADJ
suppliciter	ADJ
supra	REL
sursum	REL
tabulatim	NOUN
taceo	VERB
tacite	VERB
taliter	DET
tam	DET
tamen	PART
tametsi	PART
tamquam	SCONJ
tandem	ADV
tandiu	NOUN
tanto	DET
tantopere	NOUN
tantum	DET
tantummodo	NOUN
tantus	DET
tarde	ADJ
te	X
tecte	VERB
temere	ADV
temporaliter	ADJ
tenere	ADJ
tenuiter	ADJ
ter	NUM
terdeciens	NUM
tertio	ADJ
tertium	ADJ
timide	ADJ
timidus	ADJ
tipice	ADJ
tolerabiliter	ADJ
tot	DET
totaliter	ADJ
totidem	DET
toties	DET
tragice	ADJ
tranquille	ADJ
tranquillus	ADJ
transumptiue	ADJ
trecenties	NUM
tributim	NOUN
tripertito	VERB
tripharie	ADJ
tripliciter	ADJ
tueor	VERB
tum	ADV
tunc	ADV
turpis	ADJ
turpiter	ADJ
tuto	VERB
u	NOUN
uae	INTJ
ualde	ADJ
ualide	ADJ
ualidus	ADJ
uarie	ADJ
uarius	ADJ
uberius	ADJ
ubertim	ADJ
ubi	PRON
ubicumque	PRON
ubinam	PRON
ubique	PRON
uehementer	ADJ
uel	CCONJ
uelociter	ADJ
uelut	SCONJ
uenialiter	ADJ
ueraciter	ADJ
uere	ADJ
uerissime	ADJ
uero	ADJ
uersus	VERB
uerum	ADJ
uerumtamen	ADJ
uerus	ADJ
ui	NUM
uicatim	NOUN
uicem	NOUN
uicies	NUM
uicine	ADJ
uidelicet	CCONJ
uii	NUM
uiii	NUM
uiiii	NUM
uiolenter	ADJ
uiriliter	ADJ
uiritim	NOUN
uirtualiter	ADJ
uirtuose	ADJ
uirulenter	ADJ
uisibiliter	ADJ
uiuaciter	ADJ
uix	ADV
uls	ADP
ultere	ADJ
ulterius	ADJ
ultimo	ADJ
ultimum	ADJ
ultra	REL
ultro	ADJ
umquam	ADV
una	DET
unanimiter	ADJ
unde	PRON
undecimo	ADJ
